-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-93	-100	-100	-100	-91	-100	-100	-91	-90	-92
-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-94	-89	-92	-100	-100	-91	-88	-86
-100	-100	-100	-100	-100	-100	-89	-93	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-97	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-93	-100	-100	-86	-89	-100	-100	-87	-89	-83
-100	-100	-100	-100	-100	-100	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-96	-100	-100	-85	-83	-100	-100	-83	-90	-83
-100	-100	-100	-100	-100	-100	-84	-93	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-95	-90	-82	-100	-100	-85	-88	-81
-100	-100	-100	-100	-100	-100	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-93	-92	-91	-100	-100	-86	-88	-80
-100	-100	-100	-100	-100	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-93	-92	-91	-87	-94	-100	-87	-93	-88
-100	-100	-100	-100	-100	-100	-87	-96	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-96	-100	-100	-100	-100	-100	-90	-87	-87	-86	-100	-100	-94	-100
-100	-100	-100	-100	-100	-100	-83	-94	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-83	-89	-89	-100	-90	-89	-100
-100	-100	-100	-100	-100	-100	-84	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-70	-85	-89	-88	-100	-100	-94	-86
-100	-100	-100	-100	-100	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-79	-82	-86	-89	-100	-90	-100	-100
-100	-100	-100	-100	-100	-100	-82	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-77	-86	-84	-87	-100	-100	-100	-91
-100	-100	-100	-100	-100	-100	-78	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-93	-100	-86	-84	-86	-83	-100	-100	-88	-90
-100	-100	-100	-100	-100	-100	-82	-93	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-96	-100	-82	-91	-83	-77	-100	-91	-100	-88
-100	-100	-100	-100	-100	-100	-79	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-84	-84	-94	-81	-100	-90	-92	-91
-100	-100	-100	-100	-100	-100	-81	-97	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-82	-87	-81	-87	-100	-89	-100	-100
-100	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-87	-86	-87	-100	-100	-90	-89
-100	-100	-100	-100	-100	-100	-83	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-83	-87	-92	-100	-87	-100	-89
-100	-100	-100	-100	-100	-100	-81	-94	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-94	-81	-82	-89	-100	-91	-89	-91
-100	-100	-100	-100	-100	-100	-77	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-88	-100	-100	-100	-100	-100	-84	-82	-87	-84	-100	-94	-95	-88
-100	-100	-100	-100	-100	-100	-80	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-86	-85	-88	-87	-100	-100	-92	-91
-100	-100	-100	-100	-100	-100	-74	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-94	-100	-100	-100	-100	-100	-86	-75	-82	-91	-100	-82	-86	-93
-100	-100	-100	-100	-100	-100	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-95	-100	-100	-100	-94	-100	-88	-79	-85	-100	-100	-100	-100	-86
-100	-100	-100	-100	-100	-100	-80	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-96	-100	-86	-86	-87	-90	-100	-86	-92	-88
